timestamp,value,anomaly_score,label
2024-03-12 16:39:19.939665,226,1.0,0.0
2024-03-12 16:39:19.954879,177,1.0,0.0
2024-03-12 16:39:19.956782,645,0.0,0.0
2024-03-12 16:39:19.957227,228,1.0,0.0
2024-03-12 16:39:19.960204,229,0.0,0.0
2024-03-12 16:39:19.966114,313,0.0,0.0
2024-03-12 16:39:19.966155,314,0.0,0.0
2024-03-12 16:39:19.966158,314,0.0,0.0
2024-03-12 16:39:19.966366,178,0.0,0.0
2024-03-12 16:39:19.966453,179,0.0,0.0
2024-03-12 16:39:19.966517,230,0.0,0.0
2024-03-12 16:39:19.966584,179,0.0,0.0
2024-03-12 16:39:19.966632,181,0.0,0.0
2024-03-12 16:39:20.224164,130,0.0,0.0
2024-03-12 16:39:20.278363,655,0.0,0.0
2024-03-12 16:39:20.333543,656,0.0,0.0
2024-03-12 16:39:20.425600,655,0.0,0.0
2024-03-12 16:39:23.000713,657,1.0,0.0
2024-03-12 16:39:23.001060,657,1.0,0.0
2024-03-12 16:39:23.001192,657,1.0,0.0
2024-03-12 16:39:23.001339,657,1.0,0.0
2024-03-12 16:39:23.001460,657,1.0,0.0
2024-03-12 16:39:23.001782,657,1.0,0.0
2024-03-12 16:39:23.001925,657,1.0,0.0
2024-03-12 16:39:23.492848,658,0.0,0.0
2024-03-12 16:39:25.068724,172,1.0,0.0
2024-03-12 16:39:25.069413,203,0.0,0.0
2024-03-12 16:39:25.070173,197,0.0,0.0
2024-03-12 16:39:25.932885,659,0.0,0.0
2024-03-12 16:39:27.268263,185,0.0,0.0
2024-03-12 16:39:27.268441,185,0.0,0.0
2024-03-12 16:39:27.384151,186,0.0,0.0
2024-03-12 16:39:27.410700,660,0.0,0.0
2024-03-12 16:39:27.425493,661,0.0,0.0
2024-03-12 16:39:27.455416,187,0.0,0.0
2024-03-12 16:39:27.495690,323,0.0,0.0
2024-03-12 16:39:27.529170,215,0.0,0.0
2024-03-12 16:39:27.530778,131,0.0,0.0
2024-03-12 16:39:27.531414,259,0.0,0.0
2024-03-12 16:39:27.543612,206,0.0,0.0
2024-03-12 16:39:27.650052,132,0.0,0.0
2024-03-12 16:39:27.650196,207,0.0,0.0
2024-03-12 16:39:27.741600,260,0.0,0.0
2024-03-12 16:39:27.744239,662,0.0,0.0
2024-03-12 16:39:27.744391,265,0.0,0.0
2024-03-12 16:39:27.866766,297,0.0,0.0
2024-03-12 16:39:27.866886,298,0.0,0.0
2024-03-12 16:39:27.873148,299,0.0,0.0
2024-03-12 16:39:27.983982,300,0.0,0.0
2024-03-12 16:39:27.991071,301,0.0,0.0
2024-03-12 16:39:27.992395,302,0.0,0.0
2024-03-12 16:39:27.993127,661,0.0,0.0
2024-03-12 16:39:27.993507,663,0.0,0.0
2024-03-12 16:39:27.993760,664,0.0,0.0
2024-03-12 16:39:28.164721,665,0.0,0.0
2024-03-12 16:39:28.274684,666,0.0,0.0
2024-03-12 16:39:28.275694,261,0.0,0.0
2024-03-12 16:39:28.276029,245,0.0,0.0
2024-03-12 16:39:28.276400,245,0.0,0.0
2024-03-12 16:39:28.279412,667,0.0,0.0
2024-03-12 16:39:28.282250,668,0.0,0.0
2024-03-12 16:39:28.290552,661,0.0,0.0
2024-03-12 16:39:28.291133,669,0.0,0.0
2024-03-12 16:39:28.708383,665,0.0,0.0
2024-03-12 16:39:28.807568,670,0.0,0.0
2024-03-12 16:39:28.808749,671,0.0,0.0
2024-03-12 16:39:28.874257,672,0.0,0.0
2024-03-12 16:39:28.874714,245,0.0,0.0
2024-03-12 16:39:28.874866,673,0.0,0.0
2024-03-12 16:39:35.074924,341,0.0,0.0
2024-03-12 16:39:57.682745,661,0.0,0.0
2024-03-12 16:40:32.342752,660,0.0,0.0
2024-03-12 16:40:32.726724,676,0.0,0.0
2024-03-12 16:40:42.733516,677,0.0,0.0
2024-03-12 16:42:03.996045,384,0.0,0.0
2024-03-12 16:42:03.996536,463,0.0,0.0
2024-03-12 16:42:04.550276,587,0.0,0.0
2024-03-12 16:42:14.597258,588,0.0,0.0
2024-03-12 16:42:14.638995,589,0.0,0.0
2024-03-12 16:42:14.639419,674,1.0,0.0
2024-03-12 16:42:14.639680,590,0.0,0.0
2024-03-12 16:42:14.903035,661,0.0,0.0
2024-03-12 16:42:14.903747,675,0.0,0.0
2024-03-12 16:43:33.002771,660,0.0,0.0
2024-03-12 16:43:33.354705,676,0.0,0.0
2024-03-12 16:43:43.361388,677,0.0,0.0
2024-03-12 16:44:35.493725,172,1.0,0.0
2024-03-12 16:44:35.495203,197,0.0,0.0
2024-03-12 16:44:35.495737,203,0.0,0.0
2024-03-12 16:44:45.499969,341,0.0,0.0
2024-03-12 16:45:26.543220,384,0.0,0.0
2024-03-12 16:45:26.543651,463,0.0,0.0
2024-03-12 16:45:27.048190,587,0.0,0.0
2024-03-12 16:45:37.066925,588,0.0,0.0
2024-03-12 16:45:37.067252,589,0.0,0.0
2024-03-12 16:45:37.067389,590,0.0,0.0
2024-03-12 16:46:54.358762,660,0.0,0.0
2024-03-12 16:46:54.706734,676,0.0,0.0
2024-03-12 16:47:04.712412,677,0.0,0.0
2024-03-12 16:47:44.901446,384,0.0,0.0
2024-03-12 16:47:45.039088,89,0.0,0.0
2024-03-12 16:47:45.039098,440,0.0,0.0
2024-03-12 16:47:45.039108,439,0.0,0.0
2024-03-12 16:47:45.039118,195,0.0,0.0
2024-03-12 16:47:45.039128,438,0.0,0.0
2024-03-12 16:47:45.039138,431,0.0,0.0
2024-03-12 16:47:45.039148,432,0.0,0.0
2024-03-12 16:47:45.039158,433,0.0,0.0
2024-03-12 16:47:45.039168,434,0.0,0.0
2024-03-12 16:47:45.039178,435,0.0,0.0
2024-03-12 16:47:45.039188,435,0.0,0.0
2024-03-12 16:47:45.039198,436,0.0,0.0
2024-03-12 16:47:45.039208,256,0.0,0.0
2024-03-12 16:47:45.039218,437,0.0,0.0
2024-03-12 16:47:45.039228,272,0.0,0.0
2024-03-12 16:47:45.039238,442,0.0,0.0
2024-03-12 16:47:45.039248,435,0.0,0.0
2024-03-12 16:47:45.039258,245,0.0,0.0
2024-03-12 16:47:45.039268,443,0.0,0.0
2024-03-12 16:47:45.039278,444,0.0,0.0
2024-03-12 16:47:45.039288,445,0.0,0.0
2024-03-12 16:47:45.039298,257,0.0,0.0
2024-03-12 16:47:45.039308,273,0.0,0.0
2024-03-12 16:47:45.039318,196,0.0,0.0
2024-03-12 16:47:45.039328,274,0.0,0.0
2024-03-12 16:47:45.039338,212,0.0,0.0
2024-03-12 16:47:45.039348,456,1.0,0.0
2024-03-12 16:47:45.039358,257,0.0,0.0
2024-03-12 16:47:45.039368,257,0.0,0.0
2024-03-12 16:47:45.039378,457,1.0,0.0
2024-03-12 16:47:45.039388,458,1.0,0.0
2024-03-12 16:47:45.039398,450,0.0,0.0
2024-03-12 16:47:45.039408,455,1.0,0.0
2024-03-12 16:47:45.039418,257,0.0,0.0
2024-03-12 16:47:45.039428,257,0.0,0.0
2024-03-12 16:47:45.039438,352,0.0,0.0
2024-03-12 16:47:45.039448,443,0.0,0.0
2024-03-12 16:47:45.039458,448,0.0,0.0
2024-03-12 16:47:45.039468,257,0.0,0.0
2024-03-12 16:47:45.039478,449,0.0,0.0
2024-03-12 16:47:45.039488,257,0.0,0.0
2024-03-12 16:47:45.039498,257,0.0,0.0
2024-03-12 16:47:45.039508,454,0.0,0.0
2024-03-12 16:47:45.039518,257,0.0,0.0
2024-03-12 16:47:45.039528,353,0.0,0.0
2024-03-12 16:47:45.039538,257,0.0,0.0
2024-03-12 16:47:45.039548,353,0.0,0.0
2024-03-12 16:47:45.039558,266,0.0,0.0
2024-03-12 16:47:45.039568,446,1.0,0.0
2024-03-12 16:47:45.039578,435,0.0,0.0
2024-03-12 16:47:45.039588,452,0.0,0.0
2024-03-12 16:47:45.039598,257,0.0,0.0
2024-03-12 16:47:45.039608,451,0.0,0.0
2024-03-12 16:47:45.039618,353,0.0,0.0
2024-03-12 16:47:45.039628,447,0.0,0.0
2024-03-12 16:47:45.039638,445,0.0,0.0
2024-03-12 16:47:45.039648,212,0.0,0.0
2024-03-12 16:47:45.039658,195,0.0,0.0
2024-03-12 16:47:45.039668,444,0.0,0.0
2024-03-12 16:47:45.039678,189,0.0,0.0
2024-03-12 16:47:45.039688,443,0.0,0.0
2024-03-12 16:47:45.039698,435,0.0,0.0
2024-03-12 16:47:45.039708,435,0.0,0.0
2024-03-12 16:47:45.039718,435,0.0,0.0
2024-03-12 16:47:45.039728,245,0.0,0.0
2024-03-12 16:47:45.039738,437,0.0,0.0
2024-03-12 16:47:45.039748,439,0.0,0.0
2024-03-12 16:47:45.039758,434,0.0,0.0
2024-03-12 16:47:45.039768,433,0.0,0.0
2024-03-12 16:47:45.039778,432,0.0,0.0
2024-03-12 16:47:45.039788,431,0.0,0.0
2024-03-12 16:47:45.039798,273,0.0,0.0
2024-03-12 16:47:45.039808,272,0.0,0.0
2024-03-12 16:47:45.039818,438,0.0,0.0
2024-03-12 16:47:45.039828,440,0.0,0.0
2024-03-12 16:47:45.039838,442,0.0,0.0
2024-03-12 16:47:45.039848,436,0.0,0.0
2024-03-12 16:47:45.039858,256,0.0,0.0
2024-03-12 16:47:45.039868,196,0.0,0.0
2024-03-12 16:47:45.039878,257,0.0,0.0
2024-03-12 16:47:45.039888,274,0.0,0.0
2024-03-12 16:47:45.039898,458,1.0,0.0
2024-03-12 16:47:45.039908,457,1.0,0.0
2024-03-12 16:47:45.039918,257,0.0,0.0
2024-03-12 16:47:45.039928,257,0.0,0.0
2024-03-12 16:47:45.039938,456,1.0,0.0
2024-03-12 16:47:45.039948,455,1.0,0.0
2024-03-12 16:47:45.039958,443,0.0,0.0
2024-03-12 16:47:45.039968,454,0.0,0.0
2024-03-12 16:47:45.039978,446,1.0,0.0
